"","�..","CreationDate","DeletionDate","Score","ViewCount","Body","Title","Tags","AnswerCount","CommentCount","FavoriteCount","ClosedDate","CommunityOwnedDate","AcceptedAnswerId","CreationDateComparison","CreationTime"
"456",456,"2009-10-12 21:02:31",NA,205,246174,"<p>I've recently switched to Google Maps API V3. I'm working of a simple example which plots markers from an array, however I do not know how to center and zoom automatically with respect to the markers. </p>

<p>I've searched the net high and low, including Google's own documentation, but have not found a clear answer. I know I could simply take an average of the co-ordinates, but how would I set the zoom accordingly?</p>

<pre class=""lang-js prettyprint-override""><code>function initialize() {
  var myOptions = {
    zoom: 10,
    center: new google.maps.LatLng(-33.9, 151.2),


    mapTypeId: google.maps.MapTypeId.ROADMAP
  }
  var map = new google.maps.Map(document.getElementById(""map_canvas""),myOptions);

  setMarkers(map, beaches);
}


var beaches = [
  ['Bondi Beach', -33.890542, 151.274856, 4],
  ['Coogee Beach', -33.423036, 151.259052, 5],
  ['Cronulla Beach', -34.028249, 121.157507, 3],
  ['Manly Beach', -33.80010128657071, 151.28747820854187, 2],
  ['Maroubra Beach', -33.450198, 151.259302, 1]
];

function setMarkers(map, locations) {

  var image = new google.maps.MarkerImage('images/beachflag.png',
      new google.maps.Size(20, 32),
      new google.maps.Point(0,0),
      new google.maps.Point(0, 32));
    var shadow = new google.maps.MarkerImage('images/beachflag_shadow.png',

      new google.maps.Size(37, 32),
      new google.maps.Point(0,0),
      new google.maps.Point(0, 32));


      var lat = map.getCenter().lat(); 
      var lng = map.getCenter().lng();      


  var shape = {
      coord: [1, 1, 1, 20, 18, 20, 18 , 1],
      type: 'poly'
  };
  for (var i = 0; i &lt; locations.length; i++) {
    var beach = locations[i];
    var myLatLng = new google.maps.LatLng(beach[1], beach[2]);
    var marker = new google.maps.Marker({
        position: myLatLng,
        map: map,
        shadow: shadow,
        icon: image,
        shape: shape,
        title: beach[0],
        zIndex: beach[3]
    });
  }
}
</code></pre>
","Google Map API v3 — set bounds and center","<javascript><google-maps><google-maps-api-3>",5,0,117,"","",1562418,431,"21:02:31"
"457",457,"2010-11-01 11:16:28",NA,155,245689,"<p>How can we center a popup window opened via javascript <code>window.open</code> function on the center of screen variable to the currently selected screen resolution ?</p>
","Center a popup window on screen?","<javascript>",9,0,70,"","",16861050,816,"11:16:28"
"458",458,"2009-10-29 12:19:14",NA,256,244798,"<p>How can I generate the name of the month (e.g: Oct/October) from this date object in JavaScript?</p>

<pre><code>var objDate = new Date(""10/11/2009"");
</code></pre>
","Get month name from Date","<javascript><date>",20,0,57,"","",1643468,448,"12:19:14"
"459",459,"2011-04-07 21:36:52",NA,56,244790,"<p>Let's say I have this element on the page:</p>

<pre><code>&lt;input id=""image-file"" type=""file"" /&gt;
</code></pre>

<p>This will create a button that allows the users of the web page to select a file via an OS ""File open..."" dialog in the browser.</p>

<p>Let's say the user clicks said button, selects a file in the dialog, then clicks the ""Ok"" button to close the dialog.</p>

<p>The selected file name is now stored in:</p>

<pre><code>document.getElementById(""image-file"").value
</code></pre>

<p>Now, let's say that the server handles multi-part POSTs at the URL ""/upload/image"".</p>

<p>How do I send the file to ""/upload/image""?</p>

<p>Also, how do I listen for notification that the file is finished uploading?</p>
","JavaScript: Upload file","<javascript><file-upload>",2,2,15,"","",NA,973,"21:36:52"
"460",460,"2012-11-07 15:07:36",NA,97,244398,"<p>Short question. How can I convert a string to the JS array?</p>

<p>Look at the code:</p>

<pre><code>var string = ""0,1"";
var array = [string];
alert(array[0]);
</code></pre>

<p>In this case, <code>alert</code> would popup a <code>0,1</code>. When it would be an array, it would popup a <code>0</code>, and when <code>alert(array[1]);</code> is called, it should popup the <code>1</code>.</p>

<p>Is there any chance to convert such string into a JS array?</p>
","JavaScript string to array conversion","<javascript><arrays><string><type-conversion>",7,4,29,"","",13272437,1553,"15:07:36"
"461",461,"2010-04-01 09:17:18",NA,205,244328,"<p>We are frequently using the following code pattern in our JavaScript code</p>

<pre><code>if (typeof(some_variable) != 'undefined' &amp;&amp; some_variable != null)
{
    // Do something with some_variable
}
</code></pre>

<p>Is there a less verbose way of checking that has the same effect?</p>

<p>According to some forums and literature saying simply the following should have the same effect.</p>

<pre><code>if (some_variable)
{
    // Do something with some_variable
}
</code></pre>

<p>Unfortunately, <a href=""http://en.wikipedia.org/wiki/Firebug_%28software%29"">Firebug</a> evaluates such a statement as error on runtime when <code>some_variable</code> is undefined, whereas the first one is just fine for it. Is this only an (unwanted) behavior of Firebug or is there really some difference between those two ways?</p>
","How to check for an undefined or null variable in JavaScript?","<javascript><null><undefined>",12,5,67,"","",2559513,602,"09:17:18"
"462",462,"2011-07-23 09:33:34",NA,59,244203,"<p>Instead of a submit button I have a link:</p>

<pre><code>&lt;form&gt;

  &lt;a href=""#""&gt; submit &lt;/a&gt;

&lt;/form&gt;
</code></pre>

<p>Can I make it submit the form when it is clicked?</p>
","How to submit a form with JavaScript by clicking a link?","<javascript><html><forms><hyperlink>",7,1,19,"","",6799546,1080,"09:33:34"
"463",463,"2012-08-04 18:06:16",NA,28,243983,"<p>How go get an input text value in JavaScript?</p>

<pre><code>&lt;script language=""javascript"" type=""text/javascript""&gt;
    lol = document.getElementById('lolz').value;
    function kk(){
    alert(lol);
    }
&lt;/script&gt;

&lt;body&gt;
    &lt;input type=""text"" name=""enter"" class=""enter"" value="""" id=""lolz""/&gt;
    &lt;input type=""button"" value=""click"" OnClick=""kk()""/&gt;
&lt;/body&gt;
</code></pre>

<p>When I put <code>lol = document.getElementById('lolz').value;</code> outside of the function <code>kk()</code>, like shown above, it doesn't work, but when I put it inside, it works. Can anyone tell me why?</p>
","How to get an input text value in JavaScript","<javascript><text><input><get>",8,0,10,"","",11811079,1458,"18:06:16"
"464",464,"2012-04-25 09:34:15",NA,155,243861,"<p>I am learning JavaScript and I have learned recently about JavaScript Timing Events.
when I learned about JavaScript setTimeout Method at this link:<a href=""http://www.w3schools.com/js/js_timing.asp"">http://www.w3schools.com/js/js_timing.asp</a></p>

<p>I noticed a strange figure which I didn't run into before.
When you set the setTimeout Method as w3schools sets at the link above.
They are using double quotes and then calling the function.</p>

<p>Example: </p>

<pre><code>setTimeout(""alertMsg()"",3000);
</code></pre>

<p>I know that a double quotes a single quotes in <strong>JS</strong> means a String.
also I saw that I can do the same like that:</p>

<pre><code>setTimeout(alertMsg,3000);
</code></pre>

<p>with the parentheses its referring,without the parentheses its copied.
When I am using the quotes and the parentheses its getting crazy.
I will be glad if some one can explain to me the three weirdness please,
the first I didn't understand is the using the method like that:</p>

<pre><code>setTimeout(""alertMsg()"",3000);
</code></pre>

<p>(with the parentheses). the second is with out the quotes and the parentheses like that: </p>

<pre><code>setTimeout(alertMsg,3000);
</code></pre>

<p>and the third is when I am using : </p>

<pre><code>setTimeout(""alertMsg"",3000);
</code></pre>

<p>The quotes and without the parentheses.</p>

<p><strong>UPDATE</strong></p>

<p>A better source for setTimeout reference would be <a href=""https://developer.mozilla.org/en-US/docs/DOM/window.setTimeout"">MDN</a></p>
","JavaScript.setTimeout","<javascript><settimeout>",3,6,44,"","",NA,1357,"09:34:15"
"465",465,"2008-09-25 22:00:38",NA,260,243788,"<p>How would I have a <a href=""http://en.wikipedia.org/wiki/JavaScript"">JavaScript</a> action that may have some effects on the current page but would also change the URL in the browser so if the user hits reload or bookmark the new URL is used?  </p>

<p>It would also be nice if the back button would reload the original URL.</p>

<p>I am trying to record JavaScript state in the URL.</p>
","Change the URL in the browser without loading the new page using JavaScript","<javascript><url><fragment-identifier><hashchange>",13,5,146,"","",136506,49,"22:00:38"
"466",466,"2008-09-30 14:05:11",NA,437,243696,"<p>I am working on an iGoogle-like application. Content from other applications (on other domains) is shown using iframes. </p>

<p>How do I resize the iframes to fit the height of the iframes' content?</p>

<p>I've tried to decipher the javascript Google uses but it's obfuscated, and searching the web has been fruitless so far.</p>

<p><strong>Update:</strong> Please note that content is loaded from other domains, so the <a href=""https://en.wikipedia.org/wiki/Same-origin_policy"" rel=""nofollow"">same-origin policy</a> applies.</p>
","Resizing an iframe based on content","<javascript><iframe><widget>",21,0,334,"","",362564,54,"14:05:11"
"467",467,"2011-01-04 18:31:05",NA,157,243615,"<p>How could I do something like this:</p>

<pre><code>&lt;script type=""text/javascript""&gt;
$(document).ready(function () {
    if(window.location.contains(""franky"")) // This doesn't work, any suggestions?
    {
         alert(""your url contains the name franky"");
    }
});
&lt;/script&gt;
</code></pre>
","How to check if the URL contains a given string?","<javascript><jquery><url>",12,0,52,"","",4597085,880,"18:31:05"
"468",468,"2008-10-22 14:55:21",NA,37,243349,"<p>I realise this is not the ideal place to ask about this in terms of searchability, but I've got a page whose JavaScript code throws ""Stack overflow in line 0"" errors when I look at it in Internet Explorer.</p>

<p>The problem is quite clearly not in line 0, but somewhere in the list of stuff that I'm writing to the document. Everything works fine in Firefox, so I don't have the delights of Firebug and friends to assist in troubleshooting.</p>

<p>Are there any standard causes for this? I'm guessing this is probably an Internet Explorer 7 bug or something quite obscure, and my <a href=""http://en.wiktionary.org/wiki/Google-fu"" rel=""nofollow"">Google-fu</a> is bringing me little joy currently. I can find lots of people who have run into this before, but I can't seem to find how they solved it.</p>
","""Stack overflow in line 0"" on Internet Explorer","<javascript><internet-explorer><error-handling>",13,5,7,"","",226113,76,"14:55:21"
"469",469,"2010-02-16 19:31:34",NA,216,243231,"<p>I'm trying to pass ""this"" from a clicked span to a jQuery function that can then execute jQuery on that clicked element's first child. Can't seem to get it right...</p>

<pre><code>&lt;p onclick=""toggleSection($(this));""&gt;&lt;span class=""redClass""&gt;&lt;/span&gt;&lt;/p&gt;
</code></pre>

<p>Javascript:</p>

<pre><code>function toggleSection(element) {
  element.toggleClass(""redClass"");
}
</code></pre>

<p>How do I reference the :first-child of element?</p>
","jQuery first child of ""this""","<javascript><jquery><jquery-selectors><css-selectors>",9,4,39,"","",2275718,558,"19:31:34"
"470",470,"2013-08-17 09:56:56",NA,322,243078,"<p>When using angular 1.2 instead of 1.07 the following piece of code is not valid anymore, why?</p>

<pre><code>'use strict';

var app = angular.module('myapp', []);

app.config(['$routeProvider', '$locationProvider',
    function($routeProvider, $locationProvider) {
        $locationProvider.html5Mode(true);
        $routeProvider.
        when('/', {
            templateUrl: 'part.html',
            controller: 'MyCtrl'
        }).
        otherwise({
            redirectTo: '/'
        });
    }
]);
</code></pre>

<p>the issue is in the injector configuration part (app.config):</p>

<pre><code>Uncaught Error: [$injector:modulerr] http://errors.angularjs.org/1.2.0rc1/$injector/modulerr?p0=muninn&amp;p1=Error%…eapis.com%2Fajax%2Flibs%2Fangularjs%2F1.2.0rc1%2Fangular.min.js%3A31%3A252) 
</code></pre>

<p>If I remember correctly this issue started with angular 1.1.6.</p>
","AngularJS 1.2 $injector:modulerr","<javascript><angularjs>",12,0,54,"","",18287586,1836,"09:56:56"
"471",471,"2009-01-13 16:18:35",NA,211,242871,"<p>I have a web page with three dropdowns for day, month and year. If I use the JavaScript Date constructor that takes numbers then I get a Date object for my current timezone:</p>

<pre><code>new Date(xiYear, xiMonth, xiDate)
</code></pre>

<p>Give the correct date but it thinks that date is GMT+01:00 due to daylight savings time.</p>

<p>The problem here is that I then give this Date to an Ajax method and when the date is deserialised on the server it has been converted to GMT and so lost an hour which moves the day back by one.
Now I could just pass the day, month, and year individually into the Ajax method but it seems that there ought to be a better way.</p>

<p>The accepted answer pointed me in the right direction, however just using <code>setUTCHours</code> by itself changed:</p>

<pre><code>Apr 5th 00:00 GMT+01:00 
</code></pre>

<p>to</p>

<pre><code>Apr 4th 23:00 GMT+01:00
</code></pre>

<p>I then also had to set the UTC date, month and year to end up with</p>

<pre><code>Apr 5th 01:00 GMT+01:00
</code></pre>

<p>which is what I wanted</p>
","How do you create a JavaScript Date object with a set timezone without using a string representation","<javascript><timezone>",12,0,53,"","",439871,159,"16:18:35"
"472",472,"2008-12-22 23:17:16",NA,165,242236,"<p>Consider the following:</p>

<pre><code>&lt;div onclick=""alert('you clicked the header')"" class=""header""&gt;
  &lt;span onclick=""alert('you clicked inside the header');""&gt;something inside the header&lt;/span&gt;
&lt;/div&gt;
</code></pre>

<p>How can I make it so that when the user clicks the span, it does not fire the <code>div</code>'s click event?</p>
","How to stop event propagation with inline onclick attribute?","<javascript><html><events><dom>",10,0,30,"","",387750,137,"23:17:16"
"473",473,"2009-06-01 08:43:42",NA,228,242048,"<p>I have a regular HTML page with some images (just regular <code>&lt;img /&gt;</code> HTML tags). I'd like to get their content, base64 encoded preferably, without the need to redownload the image (ie. it's already loaded by the browser, so now I want the content).</p>

<p>I'd love to achieve that with Greasemonkey and Firefox.</p>
","Get image data in JavaScript?","<javascript><image><firefox><greasemonkey><base64>",3,0,155,"","",934925,298,"08:43:42"
"474",474,"2008-09-15 20:52:14",NA,657,241929,"<p>Are CDATA tags ever necessary in script tags and if so when?</p>

<p>In other words, when and where is this:</p>

<pre><code>&lt;script type=""text/javascript""&gt;
//&lt;![CDATA[
...code...
//]]&gt;
&lt;/script&gt;
</code></pre>

<p>preferable to this:</p>

<pre><code>&lt;script type=""text/javascript""&gt;
...code...
&lt;/script&gt;
</code></pre>
","When is a CDATA section necessary within a script tag?","<javascript><html><xhtml><cdata>",15,9,169,"","",66865,39,"20:52:14"
"475",475,"2012-04-23 18:32:32",NA,397,241785,"<p>I've seen so many different standards for the JSON date format:</p>

<pre><code>""\""\\/Date(1335205592410)\\/\""""         .NET JavaScriptSerializer
""\""\\/Date(1335205592410-0500)\\/\""""    .NET DataContractJsonSerializer
""2012-04-23T18:25:43.511Z""              JavaScript built-in JSON object
""2012-04-21T18:25:43-05:00""             ISO 8601
</code></pre>

<p>Which one is the right one? Or best? Is there any sort of standard on this?</p>
","The ""right"" JSON date format","<javascript><json>",6,7,108,"","",15952652,1355,"18:32:32"
"476",476,"2009-01-31 16:39:11",NA,355,241660,"<p>How do you set the cursor position in a text field using jQuery?  I've got a text field with content, and I want the users cursor to be positioned at a certain offset when they focus on the field.  The code should look kind of like this:</p>

<pre><code>$('#input').focus(function() {
  $(this).setCursorPosition(4);
});
</code></pre>

<p>What would the implementation of that setCursorPosition function look like?  If you had a text field with the content abcdefg, this call would result in the cursor being positioned as follows: abcd*<em>|</em>*efg.</p>

<p>Java has a similar function, setCaretPosition.  Does a similar method exist for javascript?</p>

<p><strong>Update: I modified CMS's code to work with jQuery as follows:</strong></p>

<pre><code>new function($) {
  $.fn.setCursorPosition = function(pos) {
    if (this.setSelectionRange) {
      this.setSelectionRange(pos, pos);
    } else if (this.createTextRange) {
      var range = this.createTextRange();
      range.collapse(true);
      if(pos &lt; 0) {
        pos = $(this).val().length + pos;
      }
      range.moveEnd('character', pos);
      range.moveStart('character', pos);
      range.select();
    }
  }
}(jQuery);
</code></pre>
","jQuery Set Cursor Position in Text Area","<javascript><jquery><html><textfield>",14,4,157,"","",499158,177,"16:39:11"
"477",477,"2009-08-03 23:24:48",NA,194,241600,"<p>I'm using jQuery in my site and I would like to trigger certain actions when a certain div is made visible.</p>

<p>Is it possible to attach some sort of ""isvisible"" event handler to arbitrary divs and have certain code run when they the div is made visible?</p>

<p>I would like something like the following pseudocode:</p>

<pre><code>$(function() {
  $('#contentDiv').isvisible(function() {
    alert(""do something"");
  });
});
</code></pre>

<p>The alert(""do something"") code should not fire until the contentDiv is actually made visible.</p>

<p>Thanks.</p>
","jQuery event to trigger action when a div is made visible","<javascript><jquery>",16,1,51,"","",1225238,361,"23:24:48"
"478",478,"2010-06-18 00:54:12",NA,128,241531,"<p>I'm trying to use JS to turn a <code>date object</code> into a string in <code>YYYYMMDD</code> format.  Is there an easier way than concatenating <code>Date.getYear()</code>, <code>Date.getMonth()</code>, and <code>Date.getDay()</code>?</p>
","Get String in YYYYMMDD format from JS date object?","<javascript><date>",21,2,40,"","",3067896,680,"00:54:12"
"479",479,"2009-08-08 18:11:57",NA,252,241454,"<p>I created a JavaScript object, but how I can determine the class of that object?</p>

<p>I want something similar to Java's <code>.getClass()</code> method. </p>
","How to get a JavaScript object's class?","<javascript><oop>",11,4,75,"","",1249554,366,"18:11:57"
"480",480,"2009-07-30 12:11:20",NA,439,241422,"<p>How do you obtain the clicked mouse button using jQuery?</p>

<pre><code>$('div').bind('click', function(){
    alert('clicked');
});
</code></pre>

<p>this is triggered by both right and left click, what is the way of being able to catch right mouse click? I'd be happy if something like below exists:</p>

<pre><code>$('div').bind('rightclick', function(){ 
    alert('right mouse button is pressed');
});
</code></pre>
","How to distinguish between left and right mouse click with jQuery","<javascript><jquery><javascript-events><right-click>",14,0,121,"","",2725963,357,"12:11:20"
"481",481,"2008-11-29 02:15:53",NA,307,241349,"<p>Recently I've been doing a lot of modal window pop-ups and what not, for which I used jQuery. The method that I used to create the new elements on the page has overwhelmingly been along the lines of: </p>

<pre><code>$(""&lt;div&gt;&lt;/div&gt;"");
</code></pre>

<p>However, I'm getting the feeling that this isn't the best or the most efficient method of doing this. What is the best way to create elements in jQuery from a performance perspective?</p>

<p><a href=""http://stackoverflow.com/a/268520/32943"">This answer</a> has the benchmarks to the suggestions below.</p>
","What is the most efficient way to create HTML elements using jQuery?","<javascript><jquery><html><dom>",12,7,125,"","",327068,114,"02:15:53"
"482",482,"2012-03-13 10:16:37",NA,1206,241166,"<p>How does data binding work in the AngularJS framework?</p>

<p>I haven't found technical details on <a href=""http://angularjs.org"">their site</a>. It's more or less clear how it works when data is propagated from view to model. But how does AngularJS track changes of model properties without setters and getters?</p>

<p>I found that there are <a href=""http://stackoverflow.com/questions/1029241/javascript-object-watch-for-all-browsers"">JavaScript watchers</a> that may do this work. But they are not supported in <a href=""http://en.wikipedia.org/wiki/Internet_Explorer_6"">Internet&nbsp;Explorer&nbsp;6</a> and <a href=""http://en.wikipedia.org/wiki/Internet_Explorer_7"">Internet&nbsp;Explorer&nbsp;7</a>. So how does AngularJS know that I changed for example the following and reflected this change on a view?</p>

<pre><code>myobject.myproperty=""new value"";
</code></pre>
","How does data binding work in AngularJS?","<javascript><angularjs><data-binding>",8,5,901,"","",9693933,1314,"10:16:37"
"483",483,"2011-03-15 11:56:10",NA,813,240827,"<p>What is the purpose of Node.js module.exports and how do you use it?</p>

<p>I can't seem to find any information on this, but it appears to be a rather important part of Node.js as I often see it in source code.  </p>

<p>According to the <a href=""http://nodejs.org/docs/v0.4.2/api/globals.html#module"">Node.js documentation</a>:</p>

<blockquote>
  <p><strong>module</strong> </p>
  
  <p>A reference to the current
  <code>module</code>. In particular <code>module.exports</code>
  is the same as the exports object. See
  <code>src/node.js</code> for more information.</p>
</blockquote>

<p>But this doesn't really help.</p>

<p>What exactly does <code>module.exports</code> do, and what would a simple example be?</p>
","What is the purpose of Node.js module.exports and how do you use it?","<javascript><node.js>",7,0,355,"","",5311377,950,"11:56:10"
"484",484,"2008-10-16 23:30:36",NA,204,240490,"<p>I'd like to make a click event fire on an <code>&lt;input type=""file""&gt;</code> tag programmatically.</p>

<p>Just calling click() doesn't seem to do anything or at least it doesn't pop up a file selection dialog.</p>

<p>I've been experimenting with capturing events using listeners and redirecting the event, but I haven't been able to get that to actually perform the event like someone clicked on it.</p>
","In JavaScript can I make a ""click"" event fire programmatically for a file input element?","<javascript><html>",27,1,65,"","",210652,70,"23:30:36"
"485",485,"2011-02-14 15:53:51",NA,242,239681,"<p>What is the fastest way to check if an object is empty or not?</p>

<p>Is there a faster and better way than this:</p>

<pre><code>function count_obj(obj){
    var i = 0;
    for(var key in obj){
        ++i;
    }

    return i;
}
</code></pre>
","Is object empty?","<javascript>",22,3,68,"","",4994244,921,"15:53:51"
"486",486,"2009-12-03 17:16:10",NA,218,239308,"<p>How do you put in a new line into a JavaScript alert box? </p>
","New line in JavaScript alert box","<javascript>",16,0,16,"","",1841458,483,"17:16:10"
"487",487,"2013-08-28 13:56:31",NA,20,239308,"<p>I want to reload a div on click of a button. I do not want to reload the full page.</p>

<p>Here is my code:</p>

<p>HTML:</p>

<pre><code>&lt;div role=""button"" class=""marginTop50 marginBottom""&gt;
    &lt;input type=""button"" id=""getCameraSerialNumbers"" value=""Capture Again"" class=""disabled"" /&gt;
    &lt;input type=""button"" id=""confirmNext""  value=""Confirm &amp; Proceed"" class=""disabled marginLeft50"" /&gt;
&lt;/div&gt;
</code></pre>

<p>On click of <code>&lt;input type=""button"" id=""getCameraSerialNumbers"" value=""Capture Again""&gt;</code> Button a <code>&lt;div id=""list""&gt;....&lt;/div&gt;</code> should reload without loading or refreshing full page.</p>

<p>Below is the Jquery which I tried, but not working:-</p>

<pre><code>$(""#getCameraSerialNumbers"").click(function () {
    $(""#step1Content"").load();
});
</code></pre>

<p>Please suggest.</p>

<p>Here is the DIV on my page, which contains Pictures and Serial numbers of some products... Which will be coming from database 1st time on the Page Load. But Is User faces some issue he'll click tthe ""Capture Again"" button ""<code>&lt;input type=""button"" id=""getCameraSerialNumbers"" value=""Capture Again""&gt;</code>"" which will load those information again.</p>

<p>The HTML Code of Div:-</p>

<pre><code>&lt;div id=""step1Content"" role=""Step1ShowCameraCaptures"" class=""marginLeft""&gt;

&lt;form&gt;
    &lt;h1&gt;Camera Configuration&lt;/h1&gt;
    &lt;!-- Step 1.1 - Image Captures Confirmation--&gt;
    &lt;div id=""list""&gt;
        &lt;div&gt;
            &lt;p&gt;
                &lt;a id=""pickheadImageLightBox"" data-lightbox=""image-1"" title="""" href=""""&gt;
                    &lt;img alt="""" id=""pickheadImage"" src="""" width=""250"" height=""200"" /&gt;
                &lt;/a&gt;
            &lt;/p&gt;
            &lt;p&gt;
                &lt;strong&gt;Pickhead Camera Serial No:&lt;/strong&gt;&lt;br /&gt;
                &lt;span id=""pickheadImageDetails""&gt;&lt;/span&gt;
            &lt;/p&gt;
        &lt;/div&gt;
        &lt;div&gt;
            &lt;p&gt;
                &lt;a id=""processingStationSideImageLightBox"" data-lightbox=""image-1"" title="""" href=""""&gt;
                    &lt;img alt="""" id=""processingStationSideImage"" src="""" width=""250"" height=""200"" /&gt;
                &lt;/a&gt;
            &lt;/p&gt;
            &lt;p&gt;
                &lt;strong&gt;Processing Station Top Camera Serial No:&lt;/strong&gt;&lt;br /&gt;
                &lt;span id=""processingStationSideImageDetails""&gt;&lt;/span&gt;
            &lt;/p&gt;
        &lt;/div&gt;
        &lt;div&gt;
            &lt;p&gt;
                &lt;a id=""processingStationTopImageLightBox"" data-lightbox=""image-1"" title="""" href=""""&gt;
                    &lt;img alt="""" id=""processingStationTopImage"" src="""" width=""250"" height=""200"" /&gt;
                &lt;/a&gt;
            &lt;/p&gt;
            &lt;p&gt;
                &lt;strong&gt;Processing Station Side Camera Serial No:&lt;/strong&gt;&lt;br /&gt;
                &lt;span id=""processingStationTopImageDetails""&gt;&lt;/span&gt;
            &lt;/p&gt;
        &lt;/div&gt;
        &lt;div&gt;
            &lt;p&gt;
                &lt;a id=""cardScanImageLightBox"" data-lightbox=""image-1"" title="""" href=""""&gt;
                    &lt;img alt="""" id=""cardScanImage"" src="""" width=""250"" height=""200"" /&gt;
                &lt;/a&gt;
            &lt;/p&gt;
            &lt;p&gt;
                &lt;strong&gt;Card Scan Camera Serial No:&lt;/strong&gt;&lt;br /&gt;
                &lt;span id=""cardScanImageDetails""&gt;&lt;/span&gt;
            &lt;/p&gt;

        &lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""clearall""&gt;&lt;/div&gt;

    &lt;div class=""marginTop50""&gt;
        &lt;p&gt;&lt;input type=""radio"" name=""radio1"" id=""optionYes"" /&gt;Yes, the infomation captured is correct.&lt;/p&gt;
        &lt;p&gt;&lt;input type=""radio"" name=""radio1"" id=""optionNo"" /&gt;No, Please capture again.&lt;/p&gt;
    &lt;/div&gt;
    &lt;div role=""button"" class=""marginTop50 marginBottom""&gt;
        &lt;input type=""button"" id=""getCameraSerialNumbers"" value=""Capture Again"" class=""disabled"" /&gt;
        &lt;input type=""button"" id=""confirmNext""  value=""Confirm &amp; Proceed"" class=""disabled marginLeft50"" /&gt;
    &lt;/div&gt;
&lt;/form&gt;
</code></pre>

<p></p>

<p>Now on click of <code>&lt;input type=""button"" id=""getCameraSerialNumbers"" value=""Capture Again"" class=""disabled"" /&gt;</code> button, the information which is in <code>&lt;div id=""list""&gt;... &lt;/div&gt;</code>  should be loaded again. </p>

<p>Please let me know if you need some more information.</p>
","Refresh/reload the content in Div using jquery/ajax","<javascript><jquery><html><css><ajax>",8,4,11,"","",21135348,1847,"13:56:31"
"488",488,"2009-06-25 11:08:11",NA,249,237974,"<p>I have been trying to detect the browser language preference using JavaScript.</p>

<p>If I set the browser language in IE in <code>Tools&gt;Internet Options&gt;General&gt;Languages</code>, how do I read this value using JavaScript?</p>

<p>Same problem for Firefox. I'm not able to detect the setting for <code>tools&gt;options&gt;content&gt;languages</code> using <code>navigator.language</code>.</p>

<p>Using  <code>navigator.userLanguage</code>  , it detects the setting done thru
<code>Start&gt;ControlPanel&gt;RegionalandLanguageOptions&gt;Regional Options</code> tab.</p>

<p>I have tested with <code>navigator.browserLanguage</code> and <code>navigator.systemLanguage</code> but neither  returns the value for the first setting(<code>Tools&gt;InternetOptions&gt;General&gt;Languages</code>)</p>

<p>I found a <a href=""http://www.velocityreviews.com/forums/t99655-save-way-to-detect-browser-language.html"">link</a> which discusses this in detail, but the question remains unanswered :(</p>
","JavaScript for detecting browser language preference","<javascript><localization><internationalization>",21,1,126,"","",3335420,322,"11:08:11"
"489",489,"2014-01-02 10:48:40",NA,80,237947,"<p>I have a JSON object like this coming back as a server response</p>

<pre><code>{""0"":""1"",""1"":""2"",""2"":""3"",""3"":""4""}
</code></pre>

<p>SO I want to convert it into JavaScript array like</p>

<pre><code>[""1"",""2"",""3"",""4""]
</code></pre>

<p>Is there any good way to do this where ever I am reading people are using complex logic using loops. So Is there any other way to do this?</p>
","Converting JSON Object into Javascript array","<javascript><jquery><arrays><json>",12,2,35,"","",20881336,1974,"10:48:40"
"490",490,"2010-11-15 17:04:55",NA,165,237647,"<p>How do I verify the existence of an object in JavaScript?</p>

<p>The following works:</p>

<pre><code>if (!null)
   alert(""GOT HERE"");
</code></pre>

<p>But this fails:</p>

<pre><code>if (!maybeObject)
   alert(""GOT HERE"");
</code></pre>

<p><strong>Error:</strong> maybeObject is not defined.</p>
","Check if object exists in JavaScript","<javascript><debugging><variables><null><undefined>",14,0,29,"","",4186939,830,"17:04:55"
"491",491,"2011-04-18 08:45:59",NA,53,237412,"<p>I'm currently using a YUI gadget.  I also do have a Javascript function to validate the output that comes from the <code>div</code> that YUI draws for me:</p>

<pre><code>Event.on(""addGadgetUrl"", ""click"", function(){
        /* line x ------&gt;*/     var url = Dom.get(""gadget_url"").value;
                if (url == """") {
                    error.innerHTML = ""&lt;p&gt; error"" /&gt;&lt;/p&gt;"";
                } else {
        /* line y ---&gt; */ 
                       /*  I need to add some code in here to set the value of ""gadget_url"" by """" */
                }
            }, null, true);
</code></pre>

<p>Here is my <code>div</code>:</p>

<pre><code>&lt;div&gt;
&lt;p&gt;URL&lt;/p&gt;
&lt;input type=""text"" name=""gadget_url"" id=""gadget_url"" style=""width: 350px;"" class=""input""/&gt;
&lt;input type=""button"" id=""addGadgetUrl"" value=""add gadget""/&gt;
&lt;br&gt;
&lt;span id=""error""&gt;&lt;/span&gt;
&lt;/div&gt;
</code></pre>

<p>As you can see my question is, how can I set the value of <code>gadget_url</code> to be <code>""""</code>?</p>
","Set Value of Input Using Javascript Function","<javascript><input><yui><validation>",3,1,7,"","",5700542,984,"08:45:59"
